Resource ID,Service Name,Usage Quantity,Usage Unit,Region / Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
resource_291,Cloud Spanner,28,Hours,us-central1,60.03,17.2,5.78539E+11,5.79185E+11,2022-01-01 20:00:00,2022-01-03 00:00:00,3.883,108.724,109,9047
resource_983,Cloud Monitoring,80.6599,GB,asia-south1,36.51,49.63,4.58303E+11,4.58581E+11,2022-01-01 20:00:00,2022-01-04 14:00:00,6.7125,541.4295788,541,44903
resource_344,Cloud Run,332,Requests,europe-west1,46.76,73.92,9.03752E+11,9.03904E+11,2022-01-01 21:00:00,2022-01-13 12:00:00,5.7637,1913.5484,1914,158862
resource_705,Secret Manager,284,Requests,europe-west1,16.37,33.12,5.99423E+11,6.00413E+11,2022-01-01 21:00:00,2022-01-05 01:00:00,9.9906,2837.3304,2837,235471
resource_642,Cloud CDN,692,Requests,europe-west1,72.41,97.61,5.42622E+11,5.42744E+11,2022-01-01 21:00:00,2022-01-02 15:00:00,3.5426,2451.4792,2451,203433
resource_861,Cloud Storage,78.4944,GB,us-west1,33.42,10.98,5.39602E+11,5.40543E+11,2022-01-01 21:00:00,2022-01-12 16:00:00,4.436,348.2011584,348,28884
resource_931,Cloud SQL,71,Hours,asia-south1,56.15,79.35,40226916282,40623736071,2022-01-01 22:00:00,2022-01-04 21:00:00,0.441,31.311,31,2573
resource_123,App Engine,52,Hours,asia-east1,12.87,86.3,9.68696E+11,9.69023E+11,2022-01-01 22:00:00,2022-01-04 02:00:00,5.0789,264.1028,264,21912
resource_774,Cloud Spanner,54,Hours,us-central1,88.38,84.13,9.73573E+11,9.73965E+11,2022-01-01 22:00:00,2022-01-04 04:00:00,5.2316,282.5064,283,23489
resource_614,Cloud Scheduler,20,Requests,us-east1,17.92,26.05,6.27683E+11,6.28077E+11,2022-01-01 22:00:00,2022-01-08 00:00:00,1.7178,34.356,34,2822
resource_835,Cloud Scheduler,835,Requests,us-east1,9.97,40.63,1.83716E+11,1.84683E+11,2022-01-01 22:00:00,2022-01-07 23:00:00,1.7905,1495.0675,1495,124085
resource_999,Cloud Dataflow,188,Hours,us-east1,74.29,10.98,1.13814E+11,1.14753E+11,2022-01-01 23:00:00,2022-01-09 19:00:00,2.121,398.748,399,33117
resource_124,Cloud Functions,134,Requests,europe-west1,86.83,6.81,1.74382E+11,1.74593E+11,2022-01-01 23:00:00,2022-01-02 21:00:00,8.0223,1074.9882,1075,89225
resource_331,Cloud Functions,794,Requests,europe-west1,54.73,76.57,21148870136,21283331572,2022-01-01 23:00:00,2022-01-07 12:00:00,5.5388,4397.8072,4398,365034
resource_586,Cloud Run,466,Requests,asia-east1,15.64,6.55,5.65944E+11,5.66834E+11,2022-01-01 23:00:00,2022-01-04 07:00:00,3.7503,1747.6398,1748,145084
resource_593,Cloud Monitoring,72.7888,GB,us-central1,41.01,87.17,6.96356E+11,6.96625E+11,2022-01-02 00:00:00,2022-01-05 22:00:00,4.0937,297.9755106,298,24734
resource_719,BigQuery,692,Requests,us-east1,52.76,53.68,5.10663E+11,5.11034E+11,2022-01-02 00:00:00,2022-01-06 04:00:00,3.1322,2167.4824,2167,179861
resource_801,Cloud Functions,126,Requests,europe-west1,31.95,36.03,1.77852E+11,1.78417E+11,2022-01-02 00:00:00,2022-01-13 02:00:00,9.0518,1140.5268,1141,94703
resource_686,Cloud Filestore,69.619,GB,europe-west1,79.84,40.21,5.97458E+11,5.98128E+11,2022-01-02 00:00:00,2022-01-03 05:00:00,0.3783,26.3368677,26,2158
resource_469,Artifact Registry,85.2932,GB,us-central1,14.59,88.27,7.09659E+11,7.10301E+11,2022-01-02 00:00:00,2022-01-02 16:00:00,6.7464,575.4220445,575,47725
resource_227,Cloud Filestore,61.1353,GB,us-east1,50.02,45.9,5.78899E+11,5.78937E+11,2022-01-02 00:00:00,2022-01-03 19:00:00,8.5185,520.7810531,521,43243
resource_853,Cloud Dataproc,176,Hours,us-east1,55.01,31.36,3.63977E+11,3.64191E+11,2022-01-02 01:00:00,2022-01-09 09:00:00,6.804,1197.504,1198,99434
resource_179,Cloud Build,343,Requests,europe-west1,32.39,80.9,7.82769E+11,7.8282E+11,2022-01-02 01:00:00,2022-01-30 23:00:00,3.1079,1066.0097,1066,88478
resource_655,Cloud Spanner,14,Hours,asia-south1,13.59,53.47,2.8923E+11,2.89937E+11,2022-01-02 01:00:00,2022-01-02 15:00:00,1.7657,24.7198,25,2075
resource_308,Cloud Storage,28.4172,GB,us-west1,53.71,33.36,8.98779E+11,8.99607E+11,2022-01-02 01:00:00,2022-01-22 17:00:00,7.6741,218.0764345,218,18094
resource_367,Compute Engine,5,Hours,europe-west1,54.53,78.68,6.4778E+11,6.47814E+11,2022-01-02 01:00:00,2022-01-02 06:00:00,5.1935,25.9675,26,2158
resource_370,Dialogflow,232,Requests,europe-west1,94.18,3.17,6.18889E+11,6.19653E+11,2022-01-02 01:00:00,2022-01-05 05:00:00,1.2111,280.9752,281,23323
resource_600,BigQuery,776,Requests,asia-south1,11.94,38.85,9.25159E+11,9.25613E+11,2022-01-02 01:00:00,2022-01-06 23:00:00,7.9358,6158.1808,6158,511114
resource_803,Cloud Run,654,Requests,us-east1,25.11,64.29,1.66226E+11,1.67134E+11,2022-01-02 01:00:00,2022-01-02 10:00:00,5.8756,3842.6424,3843,318969
resource_483,Cloud Functions,509,Requests,asia-south1,59.86,55.3,6.11008E+11,6.11783E+11,2022-01-02 02:00:00,2022-01-04 07:00:00,2.2165,1128.1985,1128,93624
resource_295,Cloud Memorystore,15.1876,GB,asia-east1,69.26,40.54,44884411605,45667897648,2022-01-02 02:00:00,2022-01-07 16:00:00,5.3072,80.60363072,81,6723
resource_323,Cloud SQL,119,Hours,us-central1,85.41,26.31,3.74677E+11,3.75386E+11,2022-01-02 02:00:00,2022-01-07 01:00:00,0.2391,28.4529,28,2324
resource_669,Dialogflow,805,Requests,us-west1,88.74,43.79,3.29548E+11,3.30403E+11,2022-01-02 02:00:00,2022-01-15 20:00:00,9.819,7904.295,7904,656032
resource_132,Artifact Registry,24.9641,GB,us-east1,97.74,74.15,3.44184E+11,3.44581E+11,2022-01-02 02:00:00,2022-01-07 13:00:00,5.6871,141.9733331,142,11786
resource_88,Cloud Run,980,Requests,asia-east1,74.13,40.28,1.95872E+11,1.96821E+11,2022-01-02 02:00:00,2022-01-03 01:00:00,4.6973,4603.354,4603,382049
resource_938,Compute Engine,285,Hours,asia-south1,98.78,27.04,3.64424E+11,3.64572E+11,2022-01-02 02:00:00,2022-01-13 23:00:00,8.2478,2350.623,2351,195133
resource_713,Cloud SQL,302,Hours,us-central1,50.66,2.4,24269931392,24492932381,2022-01-02 02:00:00,2022-01-14 16:00:00,8.859,2675.418,2675,222025
resource_419,Cloud Armor,92,Requests,us-west1,46.61,44.39,9.67549E+11,9.67842E+11,2022-01-02 02:00:00,2022-01-03 00:00:00,4.2044,386.8048,387,32121
resource_873,Cloud CDN,699,Requests,us-west1,47.85,13.63,8.59898E+11,8.60189E+11,2022-01-02 02:00:00,2022-01-07 07:00:00,6.4262,4491.9138,4492,372836
resource_12,Cloud Pub/Sub,678,Requests,europe-west1,95.01,51.09,3.48737E+11,3.49153E+11,2022-01-02 03:00:00,2022-01-09 21:00:00,1.0565,716.307,716,59428
resource_545,Cloud Functions,836,Requests,asia-east1,21.38,26.15,24663452498,25035608502,2022-01-02 03:00:00,2022-01-05 07:00:00,6.7881,5674.8516,5675,471025
resource_507,Cloud Filestore,40.0454,GB,europe-west1,28.66,47.74,73905279816,74664969526,2022-01-02 03:00:00,2022-01-04 07:00:00,4.6181,184.9336617,185,15355
resource_392,Artifact Registry,31.2497,GB,asia-east1,53.85,77.74,7.45279E+11,7.453E+11,2022-01-02 03:00:00,2022-01-03 20:00:00,2.7226,85.08043322,85,7055
resource_649,Dialogflow,183,Requests,us-central1,11.97,49.44,7.68554E+11,7.68613E+11,2022-01-02 03:00:00,2022-01-04 18:00:00,2.0125,368.2875,368,30544
resource_737,Cloud Memorystore,40.6689,GB,us-east1,88.22,63.93,2.33041E+11,2.33113E+11,2022-01-02 03:00:00,2022-01-06 21:00:00,5.2124,211.9825744,212,17596
resource_899,Cloud Scheduler,391,Requests,europe-west1,47.73,10.41,9.96838E+11,9.97172E+11,2022-01-02 04:00:00,2022-01-04 06:00:00,4.1989,1641.7699,1642,136286
resource_448,App Engine,27,Hours,europe-west1,32.97,91.95,3.78179E+11,3.78522E+11,2022-01-02 04:00:00,2022-01-03 07:00:00,5.5074,148.6998,149,12367
resource_22,Dialogflow,910,Requests,asia-south1,91.41,70.21,7.92516E+11,7.93362E+11,2022-01-02 04:00:00,2022-01-02 16:00:00,9.4993,8644.363,8644,717452
resource_897,Cloud Scheduler,993,Requests,us-east1,36.11,43.28,6.98976E+11,6.99614E+11,2022-01-02 04:00:00,2022-01-06 11:00:00,3.3871,3363.3903,3363,279129
resource_443,Cloud CDN,843,Requests,us-west1,28.87,33.7,2.25782E+11,2.25847E+11,2022-01-02 05:00:00,2022-01-07 03:00:00,1.9081,1608.5283,1609,133547
resource_211,Cloud Build,700,Requests,europe-west1,92.23,16.28,2.12299E+11,2.12895E+11,2022-01-02 05:00:00,2022-01-03 21:00:00,8.328,5829.6,5830,483890
resource_821,Cloud Dataproc,53,Hours,asia-east1,88.33,59.95,6.61651E+11,6.61907E+11,2022-01-02 05:00:00,2022-01-04 10:00:00,2.8374,150.3822,150,12450
resource_229,App Engine,640,Hours,us-west1,30.55,62.54,4.54651E+11,4.55286E+11,2022-01-02 05:00:00,2022-01-28 21:00:00,7.1359,4566.976,4567,379061
resource_917,BigQuery,620,Requests,asia-east1,9.29,67.07,4.18555E+11,4.19027E+11,2022-01-02 05:00:00,2022-01-07 14:00:00,5.2091,3229.642,3230,268090
resource_280,Cloud Dataflow,52,Hours,us-east1,22.38,35.69,4.47387E+11,4.47877E+11,2022-01-02 05:00:00,2022-01-04 09:00:00,2.3639,122.9228,123,10209
resource_892,Artifact Registry,38.2,GB,us-east1,4.6,0.39,9.43452E+11,9.43496E+11,2022-01-02 05:00:00,2022-01-07 01:00:00,3.4341,131.18262,131,10873
resource_183,Artifact Registry,55.2283,GB,us-east1,6.8,65.08,8.09785E+11,8.09939E+11,2022-01-02 06:00:00,2022-01-07 08:00:00,2.176,120.1767808,120,9960
resource_293,Cloud Run,700,Requests,us-west1,17.94,51.13,4.4501E+11,4.45831E+11,2022-01-02 06:00:00,2022-01-06 02:00:00,7.8506,5495.42,5495,456085
resource_550,Cloud Memorystore,28.3456,GB,europe-west1,4.35,47.83,5.43685E+11,5.4378E+11,2022-01-02 06:00:00,2022-01-16 10:00:00,6.2178,176.2472717,176,14608
resource_352,Cloud Pub/Sub,270,Requests,us-east1,30.26,25.87,7.64496E+11,7.65248E+11,2022-01-02 06:00:00,2022-01-03 13:00:00,1.1606,313.362,313,25979
resource_367,Compute Engine,378,Hours,europe-west1,97.88,28.65,6.78698E+11,6.79526E+11,2022-01-02 06:00:00,2022-01-18 00:00:00,3.0188,1141.1064,1141,94703
resource_397,Secret Manager,571,Requests,asia-south1,49.44,74.35,3.16179E+11,3.16821E+11,2022-01-02 06:00:00,2022-01-02 08:00:00,3.3216,1896.6336,1897,157451
resource_491,Cloud Pub/Sub,454,Requests,us-east1,44.87,10.57,4.66242E+11,4.66461E+11,2022-01-02 06:00:00,2022-01-04 19:00:00,8.8442,4015.2668,4015,333245
resource_238,Artifact Registry,39.6003,GB,europe-west1,96.8,67.34,15709045746,15944248247,2022-01-02 06:00:00,2022-01-02 16:00:00,1.0197,40.38042591,40,3320
resource_966,Cloud Armor,541,Requests,us-east1,15.88,96.72,1.41077E+11,1.42048E+11,2022-01-02 07:00:00,2022-01-10 01:00:00,5.0611,2738.0551,2738,227254
resource_10,Cloud Build,391,Requests,us-central1,4.25,57.64,3.98953E+11,3.99389E+11,2022-01-02 07:00:00,2022-01-07 01:00:00,9.6249,3763.3359,3763,312329
resource_1,Cloud Pub/Sub,836,Requests,us-west1,86.09,52.64,9.47733E+11,9.48711E+11,2022-01-02 07:00:00,2022-01-21 20:00:00,3.3218,2777.0248,2777,230491
resource_652,Cloud Armor,996,Requests,asia-east1,27.89,50.44,5.80338E+11,5.81286E+11,2022-01-02 07:00:00,2022-01-06 03:00:00,1.2165,1211.634,1212,100596
resource_764,Cloud Storage,29.5189,GB,us-central1,77.36,99.91,13031461548,13925777684,2022-01-02 07:00:00,2022-01-02 19:00:00,5.7821,170.6812317,171,14193
resource_544,Secret Manager,275,Requests,us-west1,7.97,60.91,9.20072E+11,9.20351E+11,2022-01-02 07:00:00,2022-01-06 03:00:00,0.7803,214.5825,215,17845
resource_912,Cloud Build,293,Requests,us-central1,17.08,93.88,1.4914E+11,1.49931E+11,2022-01-02 08:00:00,2022-01-13 09:00:00,2.2984,673.4312,673,55859
resource_708,Cloud Dataflow,125,Hours,us-central1,47.52,27.3,1.14517E+11,1.15388E+11,2022-01-02 08:00:00,2022-01-07 13:00:00,8.2017,1025.2125,1025,85075
resource_884,BigQuery,499,Requests,us-central1,90.23,27.1,1.94367E+11,1.95295E+11,2022-01-02 08:00:00,2022-01-14 15:00:00,2.3354,1165.3646,1165,96695
resource_297,Cloud Tasks,884,Requests,europe-west1,49.29,24.76,8.03797E+11,8.0451E+11,2022-01-02 08:00:00,2022-01-08 06:00:00,5.9973,5301.6132,5302,440066
resource_504,Cloud Pub/Sub,49,Requests,us-east1,74.07,45.45,2.50603E+11,2.51364E+11,2022-01-02 08:00:00,2022-01-05 09:00:00,5.6871,278.6679,279,23157
resource_397,Secret Manager,846,Requests,asia-south1,57.57,2.72,3.47919E+11,3.48514E+11,2022-01-02 08:00:00,2022-01-05 14:00:00,5.6894,4813.2324,4813,399479
resource_284,Cloud Spanner,110,Hours,us-east1,75.65,23.05,4.5576E+11,4.56019E+11,2022-01-02 08:00:00,2022-01-06 22:00:00,8.7552,963.072,963,79929
resource_580,Cloud CDN,367,Requests,us-central1,45.11,67.77,9.80995E+11,9.81448E+11,2022-01-02 08:00:00,2022-01-06 07:00:00,7.5056,2754.5552,2755,228665
resource_8,Cloud Monitoring,49.0192,GB,europe-west1,26.48,36.29,5.7935E+11,5.79763E+11,2022-01-02 08:00:00,2022-01-08 22:00:00,1.9375,94.9747,95,7885
resource_456,Cloud Functions,787,Requests,us-central1,53.57,26.41,9.43082E+11,9.43325E+11,2022-01-02 08:00:00,2022-01-03 19:00:00,6.8385,5381.8995,5382,446706
resource_905,Cloud Storage,99.4463,GB,us-west1,62.94,3.63,1.05306E+11,1.06174E+11,2022-01-02 09:00:00,2022-01-05 19:00:00,9.4256,937.3410453,937,77771
resource_299,Cloud Run,182,Requests,asia-south1,80.63,25.12,1.31166E+11,1.31325E+11,2022-01-02 09:00:00,2022-01-03 00:00:00,8.8777,1615.7414,1616,134128
resource_932,Artifact Registry,21.2397,GB,asia-south1,41.36,92.07,4.20358E+11,4.21211E+11,2022-01-02 09:00:00,2022-01-13 17:00:00,7.9801,169.49493,169,14027
resource_542,Cloud Storage,15.4078,GB,asia-east1,86.39,86.7,1.95519E+11,1.96325E+11,2022-01-02 09:00:00,2022-01-03 13:00:00,6.8644,105.7653023,106,8798
resource_646,Cloud Logging,63.9126,GB,europe-west1,37.53,98.84,7.21798E+11,7.22545E+11,2022-01-02 09:00:00,2022-01-17 17:00:00,9.1168,582.6783917,583,48389
resource_733,Cloud SQL,99,Hours,us-west1,52.76,11.53,9.11722E+11,9.12234E+11,2022-01-02 09:00:00,2022-01-06 12:00:00,8.8168,872.8632,873,72459
resource_753,Cloud Dataflow,171,Hours,asia-east1,19.55,93.33,5.83181E+11,5.83508E+11,2022-01-02 09:00:00,2022-01-09 12:00:00,1.1261,192.5631,193,16019
resource_637,BigQuery,236,Requests,us-east1,47.7,65.73,4.46174E+11,4.46556E+11,2022-01-02 10:00:00,2022-01-02 17:00:00,1.7999,424.7764,425,35275
resource_746,Cloud Dataflow,169,Hours,us-central1,56.14,81.71,2.51944E+11,2.52189E+11,2022-01-02 10:00:00,2022-01-09 11:00:00,5.9158,999.7702,1000,83000
resource_803,Cloud Run,438,Requests,us-east1,75.09,22.97,2.33945E+11,2.3472E+11,2022-01-02 10:00:00,2022-01-13 02:00:00,1.0788,472.5144,473,39259
resource_559,BigQuery,581,Requests,asia-south1,33,72.9,94072791045,94985834414,2022-01-02 10:00:00,2022-01-06 15:00:00,4.8369,2810.2389,2810,233230
resource_582,Artifact Registry,52.2252,GB,asia-east1,56.06,3.59,8.62347E+11,8.63292E+11,2022-01-02 10:00:00,2022-01-03 17:00:00,2.7908,145.7500882,146,12118
resource_181,Cloud Spanner,90,Hours,europe-west1,60.37,23.6,1.33816E+11,1.34705E+11,2022-01-02 10:00:00,2022-01-06 04:00:00,3.4754,312.786,313,25979
resource_275,Cloud Monitoring,86.7588,GB,us-central1,86.76,90.82,4.744E+11,4.74475E+11,2022-01-02 11:00:00,2022-01-04 21:00:00,5.8144,504.4503667,504,41832
resource_34,Cloud Tasks,592,Requests,asia-south1,73.59,49.09,2.32435E+11,2.32505E+11,2022-01-02 11:00:00,2022-01-03 20:00:00,5.297,3135.824,3136,260288
resource_798,Cloud Scheduler,611,Requests,asia-south1,64.91,74.38,8.08343E+11,8.08782E+11,2022-01-02 11:00:00,2022-01-09 00:00:00,3.6967,2258.6837,2259,187497
resource_32,App Engine,225,Hours,us-central1,4.38,3.29,2.03986E+11,2.04045E+11,2022-01-02 11:00:00,2022-01-11 20:00:00,6.3018,1417.905,1418,117694
resource_158,Cloud CDN,461,Requests,europe-west1,53.59,11.59,6.59565E+11,6.59858E+11,2022-01-02 11:00:00,2022-01-11 05:00:00,5.606,2584.366,2584,214472
resource_18,Cloud Dataflow,134,Hours,asia-south1,46.77,47.71,4.66301E+11,4.67209E+11,2022-01-02 12:00:00,2022-01-08 02:00:00,1.6668,223.3512,223,18509
resource_795,Cloud Functions,97,Requests,asia-south1,45.92,73.36,4.87244E+11,4.88081E+11,2022-01-02 12:00:00,2022-01-13 07:00:00,9.877,958.069,958,79514
resource_390,Cloud Storage,93.3647,GB,us-east1,33.62,60.06,9.19228E+11,9.2015E+11,2022-01-02 12:00:00,2022-01-04 08:00:00,7.4395,694.5866856,695,57685
resource_882,Cloud Dataproc,2,Hours,asia-east1,42.14,64.14,3.89828E+11,3.90398E+11,2022-01-02 12:00:00,2022-01-02 14:00:00,0.7518,1.5036,2,166
resource_258,Cloud Build,350,Requests,us-central1,88.34,79.64,8.45236E+11,8.45808E+11,2022-01-02 12:00:00,2022-02-03 12:00:00,3.8312,1340.92,1341,111303
resource_115,Cloud Build,313,Requests,europe-west1,57.48,5.81,3.54006E+11,3.54534E+11,2022-01-02 12:00:00,2022-01-19 13:00:00,8.6564,2709.4532,2709,224847
resource_351,Cloud Functions,146,Requests,europe-west1,47.63,45.89,5.83472E+11,5.83792E+11,2022-01-02 12:00:00,2022-01-02 17:00:00,8.0845,1180.337,1180,97940
resource_767,Cloud Storage,38.7892,GB,us-central1,74.83,94.48,8.16954E+11,8.1766E+11,2022-01-02 12:00:00,2022-01-03 09:00:00,2.1838,84.70785496,85,7055
resource_338,Cloud CDN,663,Requests,us-central1,80.42,84.71,2.90239E+11,2.90256E+11,2022-01-02 13:00:00,2022-01-04 07:00:00,7.5113,4979.9919,4980,413340
resource_990,Dialogflow,931,Requests,asia-east1,37.97,67.68,6.13301E+11,6.13436E+11,2022-01-02 13:00:00,2022-01-15 01:00:00,4.1189,3834.6959,3835,318305
resource_67,Cloud Pub/Sub,955,Requests,us-west1,89.49,29.16,9.85259E+11,9.8581E+11,2022-01-02 13:00:00,2022-02-01 07:00:00,2.7442,2620.711,2621,217543
resource_87,Cloud Memorystore,82.9701,GB,us-east1,46.65,68.6,6.4875E+11,6.49302E+11,2022-01-02 13:00:00,2022-01-09 00:00:00,2.4103,199.982832,200,16600
resource_924,Cloud Memorystore,14.6911,GB,europe-west1,47.32,48.78,6.25782E+11,6.26531E+11,2022-01-02 13:00:00,2022-01-11 01:00:00,8.1823,120.2069875,120,9960
resource_61,Cloud Scheduler,82,Requests,asia-east1,49.99,40.58,3.14514E+11,3.15233E+11,2022-01-02 14:00:00,2022-01-12 16:00:00,2.5998,213.1836,213,17679
resource_380,Dialogflow,207,Requests,europe-west1,5.85,87.61,2.77523E+11,2.78213E+11,2022-01-02 14:00:00,2022-01-05 06:00:00,0.9729,201.3903,201,16683
resource_786,Cloud Functions,373,Requests,us-central1,14.01,2.03,5.64877E+11,5.6557E+11,2022-01-02 14:00:00,2022-01-03 03:00:00,9.6545,3601.1285,3601,298883
resource_882,Cloud Dataproc,139,Hours,asia-east1,49.17,45.43,8.99215E+11,8.99253E+11,2022-01-02 14:00:00,2022-01-08 09:00:00,7.575,1052.925,1053,87399
resource_116,Cloud Storage,19.6294,GB,us-central1,60.66,74.02,3.91129E+11,3.91752E+11,2022-01-02 14:00:00,2022-01-05 08:00:00,6.9605,136.6304387,137,11371
resource_771,Cloud Logging,39.1255,GB,asia-south1,72.98,43.93,1.49764E+11,1.50562E+11,2022-01-02 14:00:00,2022-01-04 03:00:00,1.5121,59.16166855,59,4897
resource_642,Cloud CDN,859,Requests,europe-west1,77.12,22.99,1.44854E+11,1.45204E+11,2022-01-02 15:00:00,2022-01-10 05:00:00,1.9209,1650.0531,1650,136950
resource_887,Cloud Run,618,Requests,us-west1,75.94,4.2,2.49371E+11,2.49682E+11,2022-01-02 15:00:00,2022-01-05 06:00:00,6.2904,3887.4672,3887,322621
resource_611,Cloud Tasks,77,Requests,europe-west1,32.9,32.91,8.86822E+11,8.8773E+11,2022-01-02 15:00:00,2022-01-05 09:00:00,7.1759,552.5443,553,45899
resource_439,Cloud Filestore,85.7253,GB,europe-west1,21.58,91.6,5.82647E+11,5.82656E+11,2022-01-02 15:00:00,2022-01-07 08:00:00,5.5336,474.3695201,474,39342
resource_695,Cloud SQL,48,Hours,asia-south1,89.41,48.14,6.34135E+11,6.34442E+11,2022-01-02 15:00:00,2022-01-04 15:00:00,2.4887,119.4576,119,9877
resource_259,App Engine,83,Hours,us-west1,5.06,83.46,1.3835E+11,1.38801E+11,2022-01-02 15:00:00,2022-01-06 02:00:00,0.4054,33.6482,34,2822
resource_520,Cloud SQL,355,Hours,us-central1,84.26,95.72,8.67679E+11,8.6829E+11,2022-01-02 15:00:00,2022-01-17 10:00:00,9.6319,3419.3245,3419,283777
resource_655,Cloud Spanner,15,Hours,asia-south1,39.1,45.04,3.54837E+11,3.55331E+11,2022-01-02 15:00:00,2022-01-03 06:00:00,2.7522,41.283,41,3403
resource_196,Cloud Spanner,5,Hours,europe-west1,92.4,39.9,3.11226E+11,3.11715E+11,2022-01-02 15:00:00,2022-01-02 20:00:00,8.0061,40.0305,40,3320
resource_535,Dialogflow,132,Requests,asia-east1,69.81,65.42,7.97534E+11,7.97947E+11,2022-01-02 16:00:00,2022-01-06 14:00:00,3.5114,463.5048,464,38512
resource_22,Dialogflow,842,Requests,asia-south1,86.83,13.18,3.34722E+11,3.35294E+11,2022-01-02 16:00:00,2022-01-13 05:00:00,7.364,6200.488,6200,514600
resource_599,Cloud Armor,813,Requests,us-east1,83,58.82,1.09912E+11,1.10633E+11,2022-01-02 16:00:00,2022-01-05 14:00:00,0.4484,364.5492,365,30295
resource_717,Cloud Tasks,772,Requests,us-west1,23.5,12.43,6.42396E+11,6.42801E+11,2022-01-02 16:00:00,2022-01-03 02:00:00,5.5666,4297.4152,4297,356651
resource_69,Cloud SQL,108,Hours,asia-south1,30.4,15.87,8.14391E+11,8.15092E+11,2022-01-02 16:00:00,2022-01-07 04:00:00,8.657,934.956,935,77605
resource_469,Artifact Registry,68.7277,GB,us-central1,96.2,63.44,8.33896E+11,8.34488E+11,2022-01-02 16:00:00,2022-01-05 02:00:00,1.1966,82.23956582,82,6806
resource_238,Artifact Registry,13.5445,GB,europe-west1,58.82,69.41,5.91161E+11,5.91482E+11,2022-01-02 16:00:00,2022-01-03 03:00:00,2.1888,29.6462016,30,2490
resource_799,Compute Engine,176,Hours,us-west1,7.71,46.29,37225926063,37962508377,2022-01-02 17:00:00,2022-01-10 01:00:00,5.6782,999.3632,999,82917
resource_402,Cloud Spanner,108,Hours,us-east1,79.52,23.39,7.91625E+11,7.9167E+11,2022-01-02 17:00:00,2022-01-07 05:00:00,2.3706,256.0248,256,21248
resource_993,Cloud Memorystore,11.4279,GB,us-east1,81.55,26.8,81321705521,81654989188,2022-01-02 17:00:00,2022-01-03 12:00:00,9.1419,104.472719,104,8632
resource_500,Cloud Pub/Sub,380,Requests,asia-south1,91.88,55.15,3.08672E+11,3.08708E+11,2022-01-02 17:00:00,2022-01-03 10:00:00,7.0177,2666.726,2667,221361
resource_351,Cloud Functions,518,Requests,europe-west1,88.47,73.19,3.49784E+11,3.50447E+11,2022-01-02 17:00:00,2022-01-02 19:00:00,6.8708,3559.0744,3559,295397
resource_637,BigQuery,656,Requests,us-east1,47.22,67.65,8.81995E+11,8.82873E+11,2022-01-02 17:00:00,2022-01-03 04:00:00,1.9582,1284.5792,1285,106655
resource_674,App Engine,255,Hours,europe-west1,27,55.45,5.73167E+11,5.73986E+11,2022-01-02 18:00:00,2022-01-13 09:00:00,2.227,567.885,568,47144
resource_44,Cloud Spanner,434,Hours,asia-east1,50.55,30.29,6.24771E+11,6.25221E+11,2022-01-02 18:00:00,2022-01-20 20:00:00,0.8003,347.3302,347,28801
resource_52,Compute Engine,47,Hours,us-central1,46.99,77.39,8.88108E+11,8.88621E+11,2022-01-02 18:00:00,2022-01-04 17:00:00,7.7879,366.0313,366,30378
resource_612,Cloud CDN,990,Requests,asia-south1,97.45,85.36,6.89068E+11,6.89232E+11,2022-01-02 18:00:00,2022-01-02 19:00:00,4.9928,4942.872,4943,410269
resource_697,Cloud Tasks,648,Requests,us-central1,58.4,89.87,3.7986E+11,3.80095E+11,2022-01-02 18:00:00,2022-01-03 10:00:00,7.6267,4942.1016,4942,410186
resource_538,Cloud Filestore,67.4782,GB,asia-east1,78.35,89.71,7.53458E+11,7.53903E+11,2022-01-02 18:00:00,2022-01-18 12:00:00,2.954,199.3306028,199,16517
